日期,臺北市,新北市,基隆市,桃園市,新竹縣,苗栗縣,臺中市,彰化縣,南投縣,雲林縣,嘉義市,嘉義縣,臺南市,高雄市,屏東縣,宜蘭縣,花蓮縣,臺東縣,澎湖縣,金門縣,連江縣
2005-05-15,162.0,146.5,83.0,109.5,137.9,48.0,96.9,29.5,22.5,9.0,46.5,7.5,0.0,0.0,0.0,27.1,3.0,-99,-99,0.3,1.5
2005-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,7.5,6.5,0.0,0.6,1.0
2005-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,-99,0.0
2005-05-18,0.0,0.0,-99,0.0,0.0,5.0,12.7,0.0,1.2,0.0,0.5,8.0,-99,0.0,0.0,29.4,3.5,0.0,0.0,18.0,1.0
2005-05-19,-99,0.0,5.9,0.0,0.0,0.0,0.0,2.5,24.8,0.0,0.0,38.0,0.0,0.0,10.5,2.8,27.0,6.0,0.0,0.0,-99
2005-05-20,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,1.5,24.0,1.2,0.0,2.0,0.0,0.0,0.0
2005-05-21,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
2005-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0.0,0.0,0.0,0.0,0.0
2005-05-23,0.0,0.0,22.3,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,67.2,21.5,0.0,0.0,1.0,25.5
2005-05-24,21.2,57.0,28.5,52.0,30.7,29.5,52.9,5.5,17.5,7.0,14.0,14.2,12.0,6.5,13.0,2.0,0.0,-99,17.4,14.7,43.0
2005-05-25,0.3,1.0,7.0,0.0,0.5,0.0,0.0,0.0,2.4,1.5,0.5,0.5,-99,0.0,8.0,23.3,0.5,-99,0.0,1.0,3.0
2005-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.7,0.0,1.0,0.0,0.0,0.0
